clutch,n_group_pairs,sham_raw_high_minus_low,low_impact_raw_high_minus_low,high_impact_raw_high_minus_low,mean_raw_high_minus_low,sham_log2_high_minus_low,low_impact_log2_high_minus_low,high_impact_log2_high_minus_low,mean_log2_high_minus_low
clutch_A,3,0.119,0.7110000000000001,0.7,0.51,0.21486311728362648,0.6677342568703013,0.8768176371404275,0.5864716704314518
clutch_B,3,-0.10699999999999998,0.7010000000000001,-0.27500000000000013,0.10633333333333332,-0.1418014005279243,0.8638457352129318,-0.20301179350065535,0.17301084706145073
clutch_C,3,0.21299999999999997,0.33299999999999996,0.17500000000000004,0.24033333333333332,0.28347779504556625,0.44114339061830915,0.15091179608523175,0.2918443272497024
