fish_id,group,clutch,tau_-1,tau_0.5,tau_24,loco_-1,loco_0.5,loco_24,pre_tau,baseline_locomotion_pre,dtau_0.5,dtau_24,converted,burst_events_per_hour,ptz_challenged,dose
zf_124,high_impact,clutch_C,5.115404556672734,4.0767908292589325,4.151979034452684,98.78,58.43,83.97,5.115404556672734,98.78,-1.0386137274138019,-0.9634255222200503,0,0.49,0,1
zf_125,high_impact,clutch_C,4.399693854842492,2.8946706251643692,3.6775154474809226,100.03,67.16,85.65,4.399693854842492,100.03,-1.5050232296781227,-0.7221784073615694,0,0.92,1,1
zf_126,high_impact,clutch_C,4.20587168508809,1.068027005590104,2.951404602599333,103.2,55.53,71.68,4.20587168508809,103.2,-3.137844679497986,-1.2544670824887576,1,16.41,1,1
zf_127,high_impact,clutch_C,6.068058970392152,3.0419529108716623,4.401054651794604,96.56,71.08,84.13,6.068058970392152,96.56,-3.02610605952049,-1.6670043185975478,0,0.27,0,1
zf_128,high_impact,clutch_C,,4.345245133327432,4.3406724448565255,,60.53,71.99,,,,,1,9.25,1,1
zf_129,high_impact,clutch_C,6.129660065585962,5.204363675737197,6.03545956015289,100.31,64.93,79.07,6.129660065585962,100.31,-0.9252963898487652,-0.09420050543307212,1,2.83,1,1
zf_130,high_impact,clutch_C,4.190860617071474,0.8513028862212645,1.655770181454793,106.64,56.44,89.33,4.190860617071474,106.64,-3.3395577308502093,-2.535090435616681,0,0.2,0,1
zf_131,high_impact,clutch_C,5.51461171345657,0.7964273630819957,1.4337306759031112,107.23,63.68,84.59,5.51461171345657,107.23,-4.718184350374574,-4.080881037553459,0,0.22,1,1
zf_132,high_impact,clutch_C,3.348011044680666,2.2991602227196957,2.098630716923223,107.51,61.56,85.42,3.348011044680666,107.51,-1.0488508219609702,-1.249380327757443,0,0.4,0,1
zf_133,high_impact,clutch_C,6.439996061170537,5.395439716952513,3.644073762420929,107.78,67.21,81.66,6.439996061170537,107.78,-1.044556344218024,-2.7959222987496077,1,7.37,1,1
zf_134,high_impact,clutch_C,6.706312949838104,8.98098546138631,5.3251585941453135,103.66,59.44,79.82,6.706312949838104,103.66,2.2746725115482054,-1.3811543556927903,1,10.12,1,1
zf_135,high_impact,clutch_C,5.709614626672991,2.6018434283011964,9.342439580744456,110.01,70.97,76.24,5.709614626672991,110.01,-3.1077711983717946,3.6328249540714648,1,9.62,0,1
